iter	RMSE
205	0.1431168157
206	0.1421810151
207	0.141973318
208	0.1413544195
209	0.1406151628
210	0.1402599399
211	0.1398562142
212	0.1393165501
213	0.1385586359
214	0.1379359789
215	0.1372954845
216	0.136673851
217	0.1362309678
218	0.1356524078
219	0.1351340776
220	0.1345176861
221	0.1339228293
222	0.1333469232
223	0.132727909
224	0.1320049429
225	0.1316039515
226	0.130935008
227	0.1304205728
228	0.1296326142
229	0.1289587607
230	0.1284331031
231	0.1276309939
232	0.1266967321
233	0.1260068517
234	0.1256162104
235	0.1249796585
236	0.1242463928
237	0.1236524857
238	0.1233447284
239	0.1228094086
240	0.1221730133
241	0.1214875309
242	0.1210173639
243	0.1204533312
244	0.119906954
245	0.1192202497
246	0.1186656543
247	0.1180759217
248	0.1176776362
249	0.1173093689
250	0.1166420802
251	0.1160232071
252	0.1153278981
253	0.1148793488
254	0.1146338316
255	0.1140607314
256	0.1135126591
257	0.1130196022
258	0.1122575115
259	0.1117722868
260	0.111222671
261	0.1107811243
262	0.1101712279
263	0.1094087627
264	0.1089692737
265	0.1085791953
266	0.1081202587
267	0.1076015946
268	0.1073995943
269	0.1070382809
270	0.1065779155
271	0.1062212939
272	0.1055653919
273	0.1053157849
274	0.1048654151
275	0.1041990928
276	0.103805113
277	0.1034057799
278	0.1029042166
279	0.1024733508
280	0.1020971896
281	0.1018193356
282	0.1014328809
283	0.101077425
284	0.1007216585
285	0.1002143984
286	0.09961952834
287	0.0991419718
288	0.09871653615
289	0.09805099972
290	0.0978515931
291	0.09743127045
292	0.09677138349
293	0.09623851385
294	0.09580626271
295	0.09534481111
296	0.09508313929
297	0.09463283057
298	0.09427963189
299	0.09391671186
300	0.09371820148
301	0.09322987965
302	0.09281095974
303	0.09242043903
304	0.09205777929
305	0.09157809574
306	0.09113872078
307	0.09090560269
308	0.09058524012
309	0.0903400215
310	0.08974461191
311	0.08935286189
312	0.08897872659
313	0.08851357626
314	0.08809751921
315	0.08783704761
316	0.08733103983
317	0.08703968159
318	0.08676650805
319	0.08628211456
320	0.0859371597
321	0.08566775353
322	0.08545809153
323	0.08504065204
324	0.08457150007
325	0.08428731864
326	0.08401504858
327	0.08362177271
328	0.08309883225
329	0.0827429686
330	0.08262374318
331	0.08221908801
332	0.08201374698
333	0.08169639462
334	0.08138941327
335	0.08102008245
336	0.08070372458
337	0.08041678689
338	0.0801607571
339	0.0799487152
340	0.07955806863
341	0.07917044927
342	0.0787226655
343	0.07830563666
344	0.07780366429
345	0.07752704551
346	0.07728525087
347	0.07705765928
348	0.07663195921
349	0.07623749749
350	0.07576990829
351	0.07553542422
352	0.07534937557
353	0.07510588644
354	0.07491251057
355	0.07437339734
356	0.0739573211
357	0.07341172122
358	0.07301431983
359	0.07266635128
360	0.07241902407
361	0.07222624653
362	0.07179685953
363	0.07155886552
364	0.07134133453
365	0.07109948315
366	0.07074738106
367	0.07036830864
368	0.07014204848
369	0.06987230766
370	0.06956183605
371	0.06927464356
372	0.06907250378
373	0.06880099936
374	0.06869045391
375	0.06853702262
376	0.06834204631
377	0.06797842089
378	0.06771021527
379	0.06754211548
380	0.06732095219
381	0.06714782797
382	0.06689562944
383	0.06652697607
384	0.0663166973
385	0.06592954347
386	0.06573010064
387	0.06541270171
388	0.06508983626
389	0.06474124083
390	0.0644014872
391	0.06417089698
392	0.06373031089
393	0.06347524534
394	0.06321754139
395	0.06294206211
396	0.06272984843
397	0.06250497187
398	0.0624021969
399	0.06222964508
400	0.062023417
401	0.06177544446
402	0.06161003373
403	0.06129113168
404	0.06104511902
405	0.06071679618
406	0.06057225243
407	0.06017471636
408	0.0595860644
409	0.05935400487
410	0.05905122062
411	0.05879074494
412	0.05855075921
413	0.05842417935
414	0.05810168683
415	0.05788699321
416	0.05776151179
417	0.05759421473
418	0.05734592815
419	0.05699960563
420	0.05669458416
421	0.05650053398
422	0.05622451488
423	0.05599826999
424	0.05584620412
425	0.05553128988
426	0.05529647778
427	0.05512407654
428	0.05495864829
429	0.05479901638
430	0.05434395767
431	0.05421500146
432	0.05395332974
433	0.05381108563
434	0.05360826828
435	0.05320996134
436	0.05297011908
437	0.05283242753
438	0.0526951737
439	0.05249213636
440	0.05212640471
441	0.05171438846
442	0.05147202451
443	0.05128081717
444	0.05095196184
445	0.05076189327
446	0.05058679662
447	0.05048031714
448	0.05023446382
449	0.04999368891
450	0.04972909267
451	0.04954990306
452	0.0492759399
453	0.04911415326
454	0.04901237913
455	0.04875907952
456	0.04856545461
457	0.0484670947
458	0.04829397778
459	0.04805811718
460	0.04794929981
461	0.04765989058
462	0.04743860212
463	0.04728648666
464	0.0471688308
465	0.0470156646
466	0.04685602486
467	0.04670057479
468	0.04653552119
469	0.04635708777
470	0.04609711556
471	0.04588358797
472	0.04579944845
473	0.0456474269
474	0.0453683416
475	0.04520856707
476	0.04506813624
477	0.04492080435
478	0.04467112371
479	0.04448060688
480	0.04437268959
481	0.04424836851
482	0.04413174309
483	0.04391669852
484	0.04377269116
485	0.04363798075
486	0.04348136169
487	0.04335110031
488	0.04322775956
489	0.04308301453
490	0.04280824863
491	0.04252497147
492	0.04234158794
493	0.04221825185
494	0.04215103979
495	0.04192966093
496	0.04169827523
497	0.04152195558
498	0.04128865152
499	0.04112775689
